condition_group_id	condition_id	date_created	date_modified
384	394	2018-02-10 05:15:39	2018-02-10 05:15:39
384	395	2018-02-10 05:15:39	2018-02-10 05:15:39
384	396	2018-02-10 05:15:39	2018-02-10 05:15:39
384	397	2018-02-10 05:15:39	2018-02-10 05:15:39
384	398	2018-02-10 05:15:39	2018-02-10 05:15:39
384	399	2018-02-10 05:15:39	2018-02-10 05:15:39
384	400	2018-02-10 05:15:39	2018-02-10 05:15:39
387	401	2018-02-10 05:15:39	2018-02-10 05:15:39
387	402	2018-02-10 05:15:39	2018-02-10 05:15:39
387	403	2018-02-10 05:15:39	2018-02-10 05:15:39
387	404	2018-02-10 05:15:39	2018-02-10 05:15:39
387	405	2018-02-10 05:15:39	2018-02-10 05:15:39
387	406	2018-02-10 05:15:39	2018-02-10 05:15:39
387	407	2018-02-10 05:15:39	2018-02-10 05:15:39
388	408	2018-02-10 05:15:39	2018-02-10 05:15:39
388	409	2018-02-10 05:15:39	2018-02-10 05:15:39
388	410	2018-02-10 05:15:39	2018-02-10 05:15:39
390	411	2018-02-10 05:15:39	2018-02-10 05:15:39
390	412	2018-02-10 05:15:39	2018-02-10 05:15:39
390	413	2018-02-10 05:15:39	2018-02-10 05:15:39
390	414	2018-02-10 05:15:39	2018-02-10 05:15:39
390	415	2018-02-10 05:15:39	2018-02-10 05:15:39
390	416	2018-02-10 05:15:39	2018-02-10 05:15:39
390	417	2018-02-10 05:15:39	2018-02-10 05:15:39
392	418	2018-02-10 05:15:39	2018-02-10 05:15:39
392	419	2018-02-10 05:15:39	2018-02-10 05:15:39
393	420	2018-02-10 05:15:39	2018-02-10 05:15:39
393	421	2018-02-10 05:15:39	2018-02-10 05:15:39
393	422	2018-02-10 05:15:39	2018-02-10 05:15:39
393	423	2018-02-10 05:15:39	2018-02-10 05:15:39
394	424	2018-02-10 05:15:39	2018-02-10 05:15:39
394	425	2018-02-10 05:15:39	2018-02-10 05:15:39
394	426	2018-02-10 05:15:39	2018-02-10 05:15:39
394	427	2018-02-10 05:15:39	2018-02-10 05:15:39
394	428	2018-02-10 05:15:39	2018-02-10 05:15:39
395	429	2018-02-10 05:15:39	2018-02-10 05:15:39
395	430	2018-02-10 05:15:39	2018-02-10 05:15:39
395	431	2018-02-10 05:15:39	2018-02-10 05:15:39
395	432	2018-02-10 05:15:39	2018-02-10 05:15:39
395	433	2018-02-10 05:15:39	2018-02-10 05:15:39
396	434	2018-02-10 05:15:39	2018-02-10 05:15:39
396	435	2018-02-10 05:15:39	2018-02-10 05:15:39
397	436	2018-02-10 05:15:39	2018-02-10 05:15:39
397	437	2018-02-10 05:15:39	2018-02-10 05:15:39
397	438	2018-02-10 05:15:39	2018-02-10 05:15:39
397	439	2018-02-10 05:15:39	2018-02-10 05:15:39
397	440	2018-02-10 05:15:39	2018-02-10 05:15:39
397	441	2018-02-10 05:15:39	2018-02-10 05:15:39
397	442	2018-02-10 05:15:39	2018-02-10 05:15:39
397	443	2018-02-10 05:15:39	2018-02-10 05:15:39
397	444	2018-02-10 05:15:39	2018-02-10 05:15:39
397	445	2018-02-10 05:15:39	2018-02-10 05:15:39
398	446	2018-02-10 05:15:39	2018-02-10 05:15:39
398	447	2018-02-10 05:15:39	2018-02-10 05:15:39
398	448	2018-02-10 05:15:39	2018-02-10 05:15:39
398	449	2018-02-10 05:15:39	2018-02-10 05:15:39
398	450	2018-02-10 05:15:39	2018-02-10 05:15:39
398	451	2018-02-10 05:15:39	2018-02-10 05:15:39
398	452	2018-02-10 05:15:39	2018-02-10 05:15:39
399	453	2018-02-10 05:15:39	2018-02-10 05:15:39
399	454	2018-02-10 05:15:39	2018-02-10 05:15:39
399	455	2018-02-10 05:15:39	2018-02-10 05:15:39
399	456	2018-02-10 05:15:39	2018-02-10 05:15:39
400	457	2018-02-10 05:15:39	2018-02-10 05:15:39
400	458	2018-02-10 05:15:39	2018-02-10 05:15:39
400	459	2018-02-10 05:15:39	2018-02-10 05:15:39
400	460	2018-02-10 05:15:39	2018-02-10 05:15:39
402	461	2018-02-10 05:15:39	2018-02-10 05:15:39
402	462	2018-02-10 05:15:39	2018-02-10 05:15:39
